direction,alpha,coherent,probe_layer,position,target,acc_unsteered,acc_steered,d_acc,margin_shift_sd,margin_sd_ratio,dcontrast
random1,-0.025,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,-0.0099
random1,-0.025,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0099
random1,-0.025,True,24,downstream,intent,0.8926,0.906,0.0134,0.0478,1.0024,-0.0099
random1,-0.025,True,24,downstream,outcome,0.9966,0.9966,0.0,-0.0029,0.9994,-0.0099
random1,-0.025,True,32,final layer,intent,0.8624,0.8658,0.0034,0.033,1.0027,-0.0099
random1,-0.025,True,32,final layer,outcome,0.9899,0.9866,-0.0034,-0.0029,1.0015,-0.0099
random1,0.025,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.0112
random1,0.025,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.0112
random1,0.025,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.0112
random1,0.025,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.0112
random1,0.025,True,24,downstream,intent,0.8926,0.8758,-0.0168,-0.0572,0.9973,0.0112
random1,0.025,True,24,downstream,outcome,0.9966,0.9966,0.0,0.0029,1.0005,0.0112
random1,0.025,True,32,final layer,intent,0.8624,0.8624,0.0,-0.0381,0.9975,0.0112
random1,0.025,True,32,final layer,outcome,0.9899,0.9899,0.0,0.003,0.9985,0.0112
random1,0.05,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.0239
random1,0.05,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.0239
random1,0.05,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.0239
random1,0.05,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.0239
random1,0.05,True,24,downstream,intent,0.8926,0.8893,-0.0034,-0.122,0.994,0.0239
random1,0.05,True,24,downstream,outcome,0.9966,0.9966,0.0,0.0056,1.0008,0.0239
random1,0.05,True,32,final layer,intent,0.8624,0.8423,-0.0201,-0.0811,0.9955,0.0239
random1,0.05,True,32,final layer,outcome,0.9899,0.9899,0.0,0.006,0.9972,0.0239
random1,0.1,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.0499
random1,0.1,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.0499
random1,0.1,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.0499
random1,0.1,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.0499
random1,0.1,True,24,downstream,intent,0.8926,0.849,-0.0436,-0.2707,0.987,0.0499
random1,0.1,True,24,downstream,outcome,0.9966,0.9966,0.0,0.0117,0.9986,0.0499
random1,0.1,True,32,final layer,intent,0.8624,0.849,-0.0134,-0.1867,0.9929,0.0499
random1,0.1,True,32,final layer,outcome,0.9899,0.9899,0.0,0.0116,0.9934,0.0499
random1,0.15,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.0744
random1,0.15,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.0744
random1,0.15,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.0744
random1,0.15,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.0744
random1,0.15,True,24,downstream,intent,0.8926,0.802,-0.0906,-0.4455,0.9697,0.0744
random1,0.15,True,24,downstream,outcome,0.9966,0.9966,0.0,0.0272,0.9841,0.0744
random1,0.15,True,32,final layer,intent,0.8624,0.8322,-0.0302,-0.282,0.98,0.0744
random1,0.15,True,32,final layer,outcome,0.9899,0.9899,0.0,0.0239,0.9777,0.0744
random1,0.2,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.0883
random1,0.2,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.0883
random1,0.2,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.0883
random1,0.2,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.0883
random1,0.2,True,24,downstream,intent,0.8926,0.7215,-0.1711,-0.6243,0.9062,0.0883
random1,0.2,True,24,downstream,outcome,0.9966,0.9899,-0.0067,0.0563,0.9274,0.0883
random1,0.2,True,32,final layer,intent,0.8624,0.802,-0.0604,-0.3223,0.9484,0.0883
random1,0.2,True,32,final layer,outcome,0.9899,0.9899,0.0,0.0348,0.9315,0.0883
random1,0.3,True,12,upstream (cannot be affected),intent,0.6846,0.6846,0.0,0.0,1.0,0.124
random1,0.3,True,12,upstream (cannot be affected),outcome,0.9698,0.9698,0.0,0.0,1.0,0.124
random1,0.3,True,16,steering site,intent,0.8456,0.8456,0.0,0.0,1.0,0.124
random1,0.3,True,16,steering site,outcome,0.9933,0.9933,0.0,0.0,1.0,0.124
random1,0.3,True,24,downstream,intent,0.8926,0.6275,-0.2651,-1.0197,0.8225,0.124
random1,0.3,True,24,downstream,outcome,0.9966,0.9866,-0.0101,0.0749,0.8429,0.124
random1,0.3,True,32,final layer,intent,0.8624,0.6544,-0.2081,-0.9349,0.9023,0.124
random1,0.3,True,32,final layer,outcome,0.9899,0.9866,-0.0034,0.0753,0.8389,0.124
